# 1.Distance 2.PDI 1.0 3.PDI 1.2 4.PDI 1.4 5.Gen=0 6.Gen=2 7.Gen=4 8.Gen=5 
3.515624999999999112e+00 1.223115650223643158e-01 1.572919862213816855e-01 2.237589883894538501e-01 8.094013233191840739e-02 5.221149058572715357e-02 8.718010646432007571e-02 1.437258747651225244e-01
3.749999999999999112e+00 7.605493593814596776e-02 8.268414705499320394e-02 1.027391033134756326e-01 5.409147236552570848e-02 2.720353310330679217e-02 5.707792657779663797e-02 1.036647789142669529e-01
3.984374999999999112e+00 5.869442324383623844e-02 5.448471286402568198e-02 5.792075791059311807e-02 3.444374725583265046e-02 1.632605376848970252e-02 4.614854336390191575e-02 8.937311357051762328e-02
4.218749999999999112e+00 5.250775729511109047e-02 4.468353877602856961e-02 4.119450589026097537e-02 2.107010910329642356e-02 1.178884882129614675e-02 4.180175221294254312e-02 8.347680549224233137e-02
4.453124999999999112e+00 4.993738220397503369e-02 4.050537410072647254e-02 3.525245439856725810e-02 1.252713250030466560e-02 9.994709059587365482e-03 4.035127105865032177e-02 8.164395014879270718e-02
4.687499999999999112e+00 4.913655416865925912e-02 3.940099296249337940e-02 3.284717518752300336e-02 7.381879542379540630e-03 9.263673465711259533e-03 3.957630593066661928e-02 8.047288414327770367e-02
4.921874999999999112e+00 4.864522418675545912e-02 3.852783237541425321e-02 3.209377873022917216e-02 4.442124020678281555e-03 8.997799378202648787e-03 3.945254507009789136e-02 8.040796516043970110e-02
5.156249999999999112e+00 4.859853968808193481e-02 3.859462278616158926e-02 3.165717874542976762e-02 2.847212793484339872e-03 8.871577425218711219e-03 3.922130426408842324e-02 7.998163627376618512e-02
5.390624999999999112e+00 4.843890492632616646e-02 3.823190870056799445e-02 3.161233137508032143e-02 2.018635476569898089e-03 8.839926584929541989e-03 3.929315075834786258e-02 8.018030666238949722e-02
5.624999999999999112e+00 4.849900414025263423e-02 3.845008076001316111e-02 3.147626935118788549e-02 1.608708976853161004e-03 8.808108472340892350e-03 3.916153050288214560e-02 7.989920624414015293e-02
5.859374999999999112e+00 4.840584028102813685e-02 3.819010443606011412e-02 3.152848796764824713e-02 1.411455390710067209e-03 8.812529734916701649e-03 3.925959183033888439e-02 8.012998934500935311e-02
6.093749999999999112e+00 4.847657936335088291e-02 3.841644998395753879e-02 3.144886894307610814e-02 1.321944766390566487e-03 8.797015981404251311e-03 3.915276055067305749e-02 7.988874842340881743e-02
6.328124999999999112e+00 4.840220943801829684e-02 3.818832621796905413e-02 3.151073266633089287e-02 1.280519491253329176e-03 8.807069214870741694e-03 3.925059774240054894e-02 8.011537592577834543e-02
6.562499999999999112e+00 4.847000219831644474e-02 3.840534495114398400e-02 3.144600090787467300e-02 1.263779245014068527e-03 8.795025130168840702e-03 3.915279800078640127e-02 7.989031846790800584e-02
6.796874999999999112e+00 4.840306951119231760e-02 3.819148881442928356e-02 3.150583332191657371e-02 1.255306366858587866e-03 8.805793228033469838e-03 3.924740324891807380e-02 8.010964968428274657e-02
7.031249999999999112e+00 4.846759891477606802e-02 3.840074466275866794e-02 3.144655055070094685e-02 1.253027766906597562e-03 8.794715569884646242e-03 3.915375735606362734e-02 7.989258769862626897e-02
7.265624999999999112e+00 4.840388726029946909e-02 3.819355702589963264e-02 3.150428185886595261e-02 1.250880034771093777e-03 8.805467673008448432e-03 3.924620037356714441e-02 8.010734882826028858e-02
